"Номер заявки";document_set;subject_type;complect_name;complect_id;is_original;file_id;request_id;event_time;"result BizTalk";"result Lotus";"Ссылка на РК";"Завершена обработка"
130046114;BN_DKBO0130;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";31c71a0c-c853-4497-8f78-ae7bbbac1cc3;1;8bc5ac5f-cbbd-4674-af4f-b358ad443cfe|2127a866-1f50-42cd-b214-2fd58ba270ff;"";"";"";"";"";""
130046114;BN_DKBO0132;BANK;"КОМПЛЕКТ. Заявление анкета клиента физического лица. БКС Банк (ЕВА)";f3e528e0-be48-4293-8190-d73461f6a0c6;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;EDO0042;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";d5fc1a3e-7f9c-4d90-9bb6-06dca8b6ccd8;1;a4c731be-2fcf-4dbb-b4b8-8bf048735cbb|6c38bc0b-5900-435e-bc44-5efff0e6620b|e77e3e2d-fb06-4062-b0bc-97e91a553d92;"";"";"";"";"";""
130046114;EDO0019;EDO;"КОМПЛЕКТ. ЕВА. Новая услуга. ДО. Документы клиента ФЛ (с полной идентификацией),";dec256f9-e90d-417c-ac82-c0fae572c629;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;BK1381;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента), в столбце ""is_original";bf97338e-1b96-459c-8f08-ce40a3fb41f8;1;02b602fd-d59d-4fcd-846f-fc00c1c5639a|4c27321a-2129-4328-910a-451dc430f645|8cd89330-a98a-4fc9-b545-27481818fce8;"";"";"";"";"";""
130046114;BK1444;BROK;"КОМПЛЕКТ. ИДС. Брокер. Документы клиента ФЛ (Единая Анкета клиента), в столбце ""is_original";51feb608-28f6-4408-8a28-8fb26b35bbb2;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;PD0075;BANK;0;3990a429-7f81-44f1-be7e-4cd1cb52e1fc;0;356be699-831a-4396-884d-822123bafe41|20c6a24a-97ec-4d88-990f-625dea3784ad|772d1a8f-e057-4270-8f86-375f06c033ce;"";"";"";"";"";""
130046114;PD0084;BANK;0;c70ab89c-bc67-4aae-8316-7b7032c3f0f1;1;bd235628-9ad2-4e5d-b826-e60ac6bb19d0|64b49a21-8e6c-4749-890a-19e9478bbe93;"";"";"";"";"";""
130046114;PD0084;BROK;0;f325f1b5-61bb-4d21-bb6c-3d90df08f0cb;1;687260b8-926a-4526-9d6c-0b7c367c6851|bdc9dc39-4a97-4ee9-9048-9a140548c9e5;"";"";"";"";"";""
130046114;PD0085;BANK;0;4238ed34-522d-46e2-a2b4-2fe0d8df0264;1;00bf175e-9f29-44bb-b41f-4c6a4a8c7e04;"";"";"";"";"";""
130046114;PD0085;BROK;0;2863b086-ac1a-4eb0-8f8d-c81ae3aa8881;1;20a6058e-b784-4280-bd00-753a16d351b0;"";"";"";"";"";""
